Id,Use Case,Use Case_ENC,Status,Created Date,Close Date,Price,Discount code,Pain,Pain_ENC,Loss Reason,Loss Reason_ENC,First Name,Source,Source_ENC,Status_leads,Status_leads_ENC,Discarded/Nurturing Reason,Discarded/Nurturing Reason_ENC,Acquisition Campaign,Converted,Converted_ENC,City,City_ENC,Has discount,Has discount_ENC,Days in process
a1fm92g5,Corporate Events,1.0,Closed Won,2019-10-31,2019-07-24,0.0,NOCOSTREG,operations,1.0,,4.0,Skyler15 White5,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,-99.0
7i49bq3a,Corporate Events,1.0,Closed Won,2019-10-31,2019-10-31,150.0,QUARTERLY75OFF,operations,1.0,,4.0,Quinn13 Jones5,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
1lzzugf7,Corporate Events,1.0,Closed Won,2019-10-31,2019-10-31,960.0,ANNUAL60DEAL,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
lqw5htlo,Corporate Events,1.0,Closed Lost,2019-10-31,2019-11-30,120.0,,,1.0,price,7.0,Frankie9 Thomas6,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Chicago,2.0,False,0.0,30.0
,Wedding Planning,4.0,Closed Won,2019-10-31,2019-11-30,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,30.0
yv4jlvvq,Corporate Events,1.0,Closed Won,2019-10-31,2019-10-31,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-05-15,2019-05-19,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,4.0
,Educational Seminars,2.0,Closed Lost,2019-01-01,2019-01-01,0.0,,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
u1ja7q32,Educational Seminars,2.0,Negotiation,2019-01-01,2019-06-16,750.0,,operations,1.0,,4.0,,,1.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,166.0
56gx5bi6,Educational Seminars,2.0,Closed Won,2019-01-01,2019-03-01,360.0,25GIFT,financial control,0.0,,4.0,Charlie16 Wilson20,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Jose,17.0,True,1.0,59.0
zu5r5gb9,Educational Seminars,2.0,Closed Won,2019-01-01,2019-01-01,960.0,YEARLY60,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
ryslp8cf,Sports Events,3.0,Closed Won,2019-01-01,2019-01-01,360.0,DISCOUNT25QUICK,financial control,0.0,,0.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
b52m3nfj,Educational Seminars,2.0,Closed Lost,2019-01-01,2019-07-01,360.0,DISCOUNT25QUICK,operations,1.0,price,7.0,Harper16 Williams17,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Jacksonville,9.0,True,1.0,181.0
6n3n38hq,Educational Seminars,2.0,Closed Lost,2019-08-01,2019-06-08,1344.0,,operations,1.0,not target,5.0,Bailey19 Wilson5,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,Austin,0.0,False,0.0,-54.0
lj4n0ia3,Corporate Events,1.0,Closed Lost,2019-08-01,2019-06-25,360.0,SAVE25LESS,operations,1.0,no response,4.0,Robin14 Moore13,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Jose,17.0,True,1.0,-37.0
124olwdt,Educational Seminars,2.0,Closed Lost,2019-08-01,2019-06-10,0.0,,operations,1.0,lost to competitor,0.0,Avery19 Garcia12,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,Seattle,18.0,False,0.0,-52.0
f4gxw9tn,Corporate Events,1.0,Closed Won,2019-08-01,2019-08-01,360.0,MONTHSAVE25DEAL,financial control,0.0,,4.0,Jordan19 White2,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
gwtdetab,Corporate Events,1.0,Closed Won,2019-09-01,2019-09-01,240.0,MONTH50REBATE,,1.0,,4.0,Quinn1 Miller11,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
dzkw6bqy,Corporate Events,1.0,Closed Lost,2019-09-01,2019-06-16,360.0,,operations,1.0,no product fit,3.0,Drew13 Thompson7,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Philadelphia,12.0,False,0.0,-77.0
ap103okr,Corporate Events,1.0,Closed Won,2019-10-29,2019-10-29,1344.0,YEARLY30PROMO,operations,1.0,,4.0,Jamie12 Harris2,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
0if64zmi,Educational Seminars,2.0,Demo 2,2019-03-23,2019-03-23,360.0,,,0.0,,4.0,,Inbound,0.0,Qualified,4.0,,2.0,,Yes,1.0,Los Angeles,10.0,False,0.0,0.0
,Corporate Events,1.0,Closed Lost,2019-03-23,2019-03-23,960.0,ANNUAL60DEAL,operations,1.0,not target,5.0,,,0.0,,4.0,,7.0,,,1.0,,9.0,True,1.0,0.0
bd0n8hch,Corporate Events,1.0,Demo 2,2019-03-23,2019-03-23,360.0,,operations,1.0,,4.0,Riley10 Robinson20,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,False,0.0,0.0
vwvmayvn,Corporate Events,1.0,Closed Lost,2019-03-23,2019-03-23,200.0,,operations,1.0,price,7.0,Alex5 Robinson7,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,New York,11.0,False,0.0,0.0
wsnfqdpi,Corporate Events,1.0,Closed Won,2019-03-23,2019-03-23,768.0,2SEMESTERS20OFF,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
m3e1xjuw,Educational Seminars,2.0,Closed Lost,2019-05-30,2019-05-30,120.0,,operations,1.0,lost to competitor,0.0,Alex10 Brown2,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,16.0,False,0.0,0.0
sq2vpcs1,Educational Seminars,2.0,Closed Lost,2019-05-30,2019-05-30,768.0,HALFYEAR20G,financial control,0.0,no response,4.0,Reese5 Robinson11,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,16.0,True,1.0,0.0
,Sports Events,3.0,Closed Lost,2019-04-13,2019-04-14,360.0,,financial control,0.0,no product fit,3.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,1.0
q95y46et,Sports Events,3.0,Closed Lost,2019-04-13,2019-04-16,240.0,SAVEMONTH50G,operations,1.0,no response,4.0,Reese17 Jackson1,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Columbus,3.0,True,1.0,3.0
,Educational Seminars,2.0,Closed Lost,2019-04-14,2019-04-20,960.0,,operations,1.0,no response,4.0,,,1.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,6.0
9gtqnkdp,Educational Seminars,2.0,Closed Lost,2019-04-14,2019-04-15,1680.0,FLAT30,operations,1.0,no response,4.0,Morgan15 Garcia2,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Jose,17.0,True,1.0,1.0
,Wedding Planning,4.0,Closed Lost,2019-04-14,2019-04-25,200.0,,,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,11.0
rx1cudxg,Sports Events,3.0,Closed Lost,2019-04-14,2019-04-15,300.0,,operations,1.0,price,7.0,Jamie6 White1,Inbound,0.0,Qualified,4.0,,1.0,,Yes,1.0,Houston,7.0,False,0.0,1.0
nkdyuexr,Corporate Events,1.0,Closed Won,2019-04-14,2019-04-14,960.0,ANNUAL60DEAL,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
502u6x00,Educational Seminars,2.0,Closed Lost,2019-04-14,2019-04-09,120.0,,operations,1.0,no response,4.0,Quinn10 Smith15,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,False,0.0,-5.0
yjyc7dte,Sports Events,3.0,Closed Lost,2019-04-14,2019-04-14,360.0,,operations,1.0,no response,4.0,Bailey14 Johnson10,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,15.0,False,0.0,0.0
aafi409n,Sports Events,3.0,Closed Won,2019-04-14,2019-04-14,120.0,GRAND75SAVING,operations,1.0,,5.0,Robin17 Taylor19,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Jose,17.0,True,1.0,0.0
hazdifuk,Corporate Events,1.0,Closed Won,2019-06-24,2019-06-24,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,Casey16 Miller18,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
2l2nfoa3,Corporate Events,1.0,Closed Lost,2019-06-24,2019-06-25,360.0,,operations,1.0,no budget,1.0,Reese8 Garcia4,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,2.0,False,0.0,1.0
czgp5lhf,Educational Seminars,2.0,Closed Won,2019-06-24,2019-06-25,150.0,MONTH75SPECIAL,operations,1.0,,0.0,Taylor9 Harris4,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Francisco,16.0,True,1.0,1.0
brbpmdln,Sports Events,3.0,Negotiation,2019-06-24,2019-01-02,150.0,,financial control,0.0,,4.0,Jamie20 Jones16,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,16.0,False,0.0,-173.0
irrg843v,Sports Events,3.0,Closed Lost,2019-06-24,2019-06-25,360.0,,operations,1.0,no budget,1.0,Jamie17 Miller5,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,,2.0,False,0.0,1.0
axg8zyye,Educational Seminars,2.0,Closed Won,2019-04-16,2019-04-16,240.0,MONTH50REBATE,operations,1.0,,0.0,Quinn7 Smith10,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Indianapolis,8.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-04-16,2019-04-16,200.0,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,0.0
tgr2w9eq,Corporate Events,1.0,Closed Won,2019-04-16,2019-04-16,1344.0,YEARLY30PROMO,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
zufodkbs,Corporate Events,1.0,Closed Won,2019-04-16,2019-04-16,768.0,2SEMESTERS20OFF,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
df7p2n24,Sports Events,3.0,Closed Won,2019-04-16,2019-04-16,360.0,25GIFT,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
rqpz21vy,Educational Seminars,2.0,Closed Won,2019-04-16,2019-04-16,960.0,BIANNUAL20,,1.0,,4.0,Harper1 Martin8,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Denver,5.0,True,1.0,0.0
euwx5o5g,Educational Seminars,2.0,Closed Lost,2019-04-16,2019-04-16,960.0,,,0.0,no product fit,3.0,Skyler12 Miller17,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,Dallas,4.0,False,0.0,0.0
2gkkruku,Sports Events,3.0,Closed Won,2019-04-16,2019-04-21,150.0,MONTH75SPECIAL,,1.0,,0.0,Morgan4 Thompson2,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Washington,19.0,True,1.0,5.0
as9qg2i9,Corporate Events,1.0,Closed Won,2019-04-16,2019-04-22,240.0,MONTH50REBATE,financial control,0.0,,5.0,Riley2 Johnson7,Inbound,0.0,Meeting,1.0,,7.0,,Yes,1.0,San Antonio,14.0,True,1.0,6.0
g1dd6av2,Corporate Events,1.0,Closed Won,2019-10-31,2019-10-31,960.0,ANNUAL60DEAL,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
0iskahlm,Sports Events,3.0,Closed Lost,2019-10-31,2019-10-31,0.0,,operations,1.0,no product fit,3.0,Avery11 Robinson19,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,False,0.0,0.0
qxyeg5sx,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-18,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,Riley19 Harris16,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
f7jmjsve,Educational Seminars,2.0,Closed Lost,2019-05-18,2019-05-26,1344.0,,financial control,0.0,no response,4.0,Charlie3 Moore10,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,Indianapolis,8.0,False,0.0,8.0
snvm0z8t,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-18,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Alex11 Smith9,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-05-18,2019-05-18,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,0.0
,Wedding Planning,4.0,Closed Lost,2019-05-18,2019-05-21,1306.6141540601634,,,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,3.0
sjfdgu2k,Educational Seminars,2.0,Closed Lost,2019-05-18,2019-05-25,0.0,,operations,1.0,not target,5.0,Riley10 Robinson13,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,,0.0,False,0.0,7.0
,Sports Events,3.0,Closed Won,2019-05-18,2019-05-18,768.0,HALFYEAR20G,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
yfvx0x9t,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-18,360.0,MONTHSAVE25DEAL,operations,1.0,,1.0,Robin15 Smith11,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Fort Worth,6.0,True,1.0,0.0
ezngeim1,Corporate Events,1.0,Closed Won,2018-12-16,2018-12-16,240.0,MONTH50REBATE,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Seattle,18.0,True,1.0,0.0
t4n1ioqe,Corporate Events,1.0,Closed Won,2019-09-01,2019-09-01,1008.0,RENEW30YEARLY,,1.0,,4.0,Harper4 Smith2,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
57447k8o,Sports Events,3.0,Closed Won,2019-09-01,2019-10-01,960.0,YEARLY60,financial control,0.0,,0.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,30.0
g7dn8yyu,Educational Seminars,2.0,Closed Lost,2019-09-01,2019-06-22,240.0,ECONOMY50GIFT,operations,1.0,lost to competitor,0.0,Skyler5 Garcia16,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Jacksonville,9.0,True,1.0,-71.0
vs1d9b6t,Sports Events,3.0,Closed Lost,2019-09-01,2019-06-08,324.0,NOCOSTREG,quality of delivery,2.0,price,7.0,Skyler15 Williams12,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Diego,15.0,True,1.0,-85.0
,Sports Events,3.0,Closed Lost,2019-12-02,2019-07-15,360.0,NOCOSTREG,operations,1.0,no product fit,3.0,,,1.0,,4.0,,2.0,,,1.0,,16.0,True,1.0,-140.0
1y7sf1a3,Corporate Events,1.0,Closed Lost,2019-09-01,2019-06-08,360.0,SAVE25LESS,operations,1.0,lost to competitor,0.0,Robin11 Jackson20,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Chicago,2.0,True,1.0,-85.0
,Corporate Events,1.0,Closed Lost,2019-09-01,2019-06-10,360.0,,operations,1.0,not target,5.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,-83.0
,Educational Seminars,2.0,Closed Lost,2019-01-29,2019-08-29,768.0,HALFYEAR20G,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,2.0,True,1.0,212.0
y48alnr7,Sports Events,3.0,Closed Won,2019-03-09,2019-03-09,768.0,HALFYEAR20G,,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
,Corporate Events,1.0,Closed Lost,2019-03-09,2019-03-17,576.0,2SEMESTERS20SALE,operations,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,8.0
fg70cg48,Corporate Events,1.0,Closed Won,2019-03-09,2019-03-17,120.0,SEVENTYFIVEGIFT,operations,1.0,,4.0,Jamie15 Brown20,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,8.0
udfzmrm2,Sports Events,3.0,Closed Lost,2019-03-23,2019-03-25,360.0,DISCOUNT25QUICK,operations,1.0,lost to competitor,0.0,Jamie11 Wilson15,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Austin,0.0,True,1.0,2.0
,Corporate Events,1.0,Closed Won,2019-03-23,2019-03-23,240.0,MONTH50REBATE,financial control,0.0,,4.0,,,0.0,,4.0,,4.0,,,1.0,,2.0,True,1.0,0.0
jm65qa22,Sports Events,3.0,Closed Lost,2019-03-23,2019-03-26,120.0,,operations,1.0,price,7.0,Harper10 Thomas14,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,San Jose,17.0,False,0.0,3.0
,Educational Seminars,2.0,Closed Lost,2019-03-23,2019-03-23,1680.0,,,0.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,16.0,False,0.0,0.0
ov0rawoc,Sports Events,3.0,Closed Lost,2019-03-23,2019-03-26,324.0,,financial control,0.0,lost to competitor,0.0,Reese4 Robinson9,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Diego,15.0,False,0.0,3.0
udcfyodp,Sports Events,3.0,Closed Lost,2019-06-29,2019-11-29,768.0,,financial control,0.0,lost to competitor,0.0,Morgan8 Jackson12,Inbound,0.0,Qualified,4.0,,3.0,,Yes,1.0,Columbus,3.0,False,0.0,153.0
vcmrzh2e,Sports Events,3.0,Closed Lost,2019-06-29,2019-11-29,768.0,HALFYEAR20G,operations,1.0,no response,4.0,Alex8 Garcia13,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,153.0
q7iykuec,Corporate Events,1.0,Closed Won,2019-06-29,2019-06-29,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Robin20 White3,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
uxiltd7t,Corporate Events,1.0,Closed Won,2019-06-29,2019-06-29,14876.0,ECONOMY75DISCOUNT,,1.0,,4.0,Bailey12 Martin13,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Jacksonville,9.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-06-29,2018-12-30,0.0,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,-181.0
,Wedding Planning,4.0,Closed Won,2019-04-14,2019-04-22,200.0,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,8.0
,Wedding Planning,4.0,Closed Won,2019-04-14,2019-01-31,200.0,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,-73.0
,Wedding Planning,4.0,Closed Won,2019-04-14,2019-02-28,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,-45.0
2v8qae06,Educational Seminars,2.0,Closed Lost,2019-04-14,2019-04-25,960.0,YEARLY60,,1.0,no response,4.0,Morgan9 Jackson13,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,11.0
25eybk81,Sports Events,3.0,Closed Lost,2019-04-14,2019-04-25,240.0,ECONOMY50GIFT,,1.0,no response,4.0,Devon7 Harris11,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,11.0
1etqpv45,Corporate Events,1.0,Closed Won,2019-04-14,2019-04-14,240.0,MONTH50REBATE,,1.0,,5.0,Riley12 Taylor12,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Charlotte,1.0,True,1.0,0.0
5zguryi1,Educational Seminars,2.0,Closed Won,2019-04-14,2019-04-14,1344.0,ANNUAL30BONUS,operations,1.0,,1.0,Casey5 Davis13,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
rc6j8sw0,Corporate Events,1.0,Closed Won,2019-04-14,2019-04-14,1680.0,YEARLY30DISCOUNT,,1.0,,5.0,Bailey13 Harris9,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
zqfdehjq,Educational Seminars,2.0,Closed Won,2019-06-25,2019-06-25,576.0,HALFSEASON20G,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
jbboy40e,Corporate Events,1.0,Closed Lost,2019-06-25,2019-06-25,0.0,,operations,1.0,not target,5.0,Skyler17 Thompson8,Outbound,1.0,Qualified,4.0,,1.0,VirtualMeetups,Yes,1.0,Chicago,2.0,False,0.0,0.0
,Educational Seminars,2.0,Closed Lost,2019-06-25,2019-06-25,576.0,HALFSEASON20G,quality of delivery,2.0,lost to competitor,0.0,,,0.0,,4.0,,2.0,,,1.0,,15.0,True,1.0,0.0
wr3as9us,Corporate Events,1.0,Closed Won,2019-06-25,2019-06-25,120.0,SEVENTYFIVEGIFT,operations,1.0,,4.0,Devon11 Jones17,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
c8xnxxz1,Corporate Events,1.0,Closed Won,2019-06-25,2019-06-25,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Peyton13 Thomas14,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-06-25,2019-05-02,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,-54.0
,Educational Seminars,2.0,Closed Lost,2019-06-25,2019-06-25,360.0,,,0.0,lost to competitor,0.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
kh8jicpc,Corporate Events,1.0,Closed Won,2019-06-25,2019-06-25,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
qbmvsiqh,Educational Seminars,2.0,Closed Won,2019-04-16,2019-04-16,360.0,25GIFT,financial control,0.0,,4.0,Taylor3 Smith17,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Denver,5.0,True,1.0,0.0
a2whf0fw,Corporate Events,1.0,Closed Lost,2019-04-16,2019-04-17,240.0,MONTH50REBATE,operations,1.0,price,7.0,Reese6 Harris4,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,Chicago,2.0,True,1.0,1.0
m1tuuv2l,Corporate Events,1.0,Closed Lost,2019-04-16,2019-04-16,18150.0,,financial control,0.0,lost to competitor,0.0,Casey4 Martin17,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,,16.0,False,0.0,0.0
x42sgbe9,Educational Seminars,2.0,Closed Won,2019-04-16,2019-04-20,960.0,YEARLY60,,0.0,,0.0,Riley15 Wilson3,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Philadelphia,12.0,True,1.0,4.0
gptii6sl,Sports Events,3.0,Closed Lost,2019-04-17,2019-04-20,1344.0,,operations,1.0,lost to competitor,0.0,Alex7 Brown4,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Antonio,14.0,False,0.0,3.0
vl6qzctr,Sports Events,3.0,Closed Won,2018-10-07,2018-10-07,240.0,SAVEMONTH50G,operations,1.0,,1.0,Charlie15 Taylor7,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
wzientmw,Educational Seminars,2.0,Closed Won,2019-11-30,2019-11-30,1344.0,YEARLY30PROMO,quality of delivery,2.0,,7.0,Charlie9 Harris8,Inbound,0.0,Qualified,4.0,,2.0,,Yes,1.0,Seattle,18.0,True,1.0,0.0
j57aykrt,Educational Seminars,2.0,Closed Lost,2019-11-30,2019-05-08,960.0,YEARLY60,operations,1.0,lost to competitor,0.0,Devon20 Taylor19,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,,16.0,True,1.0,-206.0
e3z71u6o,Corporate Events,1.0,Closed Won,2019-11-30,2019-05-19,768.0,2SEMESTERS20OFF,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,-195.0
tylngfsm,Corporate Events,1.0,Closed Lost,2019-11-30,2019-05-11,768.0,,operations,1.0,lost to competitor,0.0,Reese16 Miller11,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Chicago,2.0,False,0.0,-203.0
,Wedding Planning,4.0,Closed Won,2019-11-30,2019-11-30,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,0.0
twaw1mru,Corporate Events,1.0,Closed Won,2019-11-30,2019-11-30,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,Jordan18 Harris7,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
j4tf6oxt,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-18,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
05neiilh,Corporate Events,1.0,Closed Lost,2019-05-18,2019-05-25,0.0,,operations,1.0,lost to competitor,0.0,Bailey14 Miller12,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,San Diego,15.0,False,0.0,7.0
yt9vpop5,Corporate Events,1.0,Closed Won,2019-05-18,2019-04-02,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Reese12 Smith3,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,-46.0
rpr3j5gj,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-18,360.0,MONTHSAVE25DEAL,operations,1.0,,4.0,Jordan5 Martin17,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
nn6wfoeg,Corporate Events,1.0,Closed Lost,2019-05-18,2019-05-18,1344.0,,operations,1.0,lost to competitor,0.0,Morgan13 Smith2,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,Chicago,2.0,False,0.0,0.0
dd9k43yv,Corporate Events,1.0,Closed Won,2019-05-18,2019-05-20,768.0,2SEMESTERS20OFF,operations,1.0,,0.0,Riley2 Wilson10,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Antonio,14.0,True,1.0,2.0
j806on2k,Sports Events,3.0,Closed Lost,2019-09-01,2019-06-08,240.0,ECONOMY50GIFT,,1.0,not target,5.0,Taylor2 Moore10,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Jose,17.0,True,1.0,-85.0
at3rbjub,Corporate Events,1.0,Closed Won,2019-10-01,2019-10-01,960.0,SEMESTER20DEALAGAIN,operations,1.0,,7.0,Peyton8 White6,Inbound,0.0,Qualified,4.0,,0.0,,Yes,1.0,Los Angeles,10.0,True,1.0,0.0
